Division,Division_Description,Sub_Division,Sub_Division_Description,Group,Group_Description,Family,Family_Description,Unit_Code,Unit_Title,Unit_Description,NCO_2004,QP_NOS Reference,QP_NOS Name,NSQF_Level,text
,,,,,,6111 Field Crop and Vegetable Growers,,6111.13,,,6111.30,,,,
,,,,,,6111 Field Crop and Vegetable Growers,,6111.1401,,,,,,,
,,,,,,6111 Field Crop and Vegetable Growers,,6111.1501,,,,AGR/Q0502,Solanaceous Crop Cultivator,4.0,
,,,,,,6111 Field Crop and Vegetable Growers,,6111.1601,,,,AGR/Q0503,Tuber Crop Cultivator,4.0,
,,,,,,6111 Field Crop and Vegetable Growers,,6111.1801,,,,AGR/Q0901,Chillies Cultivator,4.0,
,,,,,,6111 Field Crop and Vegetable Growers,,6111.1901,,,,AGR/Q0902,Coriander Cultivator,4.0,
,,,,,,6111 Field Crop and Vegetable Growers,,6111.2,,,6111.50,AGR/Q0505,Neera Technician,4.0,
,,,,,,6111 Field Crop and Vegetable Growers,,6111.99,,,6111.90,,,,
,,,,,,6112 Tree and Shrub Crop Growers,,6112.01,,,6112.30,,,,
,,,,,,6112 Tree and Shrub Crop Growers,,6112.02,,,6112.40,,,,
,,,,,,6112 Tree and Shrub Crop Growers,,6112.0201,,,,,,,
,,,,,,6112 Tree and Shrub Crop Growers,,6112.03,,,6112.50,AGR/Q0204,Tea Plantation Worker,2.0,
,,,,,,6112 Tree and Shrub Crop Growers,,6112.04,,,6112.65,,,,
,,,,,,6112 Tree and Shrub Crop Growers,,6112.0501,,,,,,,
,,,,,,6112 Tree and Shrub Crop Growers,,6112.0601,,,,AGR/Q0203,Coffee Plantation Worker,2.0,
,,,,,,6112 Tree and Shrub Crop Growers,,6112.0701,,,,AGR/Q1101,Bamboo Grower,4.0,
,,,,,,6112 Tree and Shrub Crop Growers,,6112.0801,,,,RSC/Q0935,Rubber Nursery Worker-Budder,4.0,
,,,,,,6112 Tree and Shrub Crop Growers,,6112.0802,,,,RSC/Q0936,Rubber Nursery Worker-General,4.0,
,,,,,,6112 Tree and Shrub Crop Growers,,6112.99,,,6112.90,AGR/Q0202,Gardener,4.0,
,,,,,,"6113 Gardeners, Horticultural and Nursery Growers",,6113.01,,,6113.10,,,,
,,,,,,"6113 Gardeners, Horticultural and Nursery Growers",,6113.02,,,6113.20,,,,
,,,,,,"6113 Gardeners, Horticultural and Nursery Growers",,6113.0301,,,6113.30,,,,
,,,,,,"6113 Gardeners, Horticultural and Nursery Growers",,6113.04,,,6113.40,AGR/Q7602,Agriculture Extension Executive,6.0,
,,,,,,"6113 Gardeners, Horticultural and Nursery Growers",,6113.0501,,,,,,,
,,,,,,"6113 Gardeners, Horticultural and Nursery Growers",,6113.0601,,,,,,,
,,,,,,"6113 Gardeners, Horticultural and Nursery Growers",,6113.99,,,6113.90,,,,
,,,,,,6114 Mixed Crop Growers,,6114.99,,,6114.90,,,,
,,,,,,6116 Agriculture Information Management,,6116.0101,,,,,,,
,,,,,,6116 Agriculture Information Management,,6116.0102,,,,AGR/Q7603,Community Service Provider,3.0,
,,,,,,6116 Agriculture Information Management,,6116.0112,,,,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.01,,,6121.10,AGR/Q4301,Broiler Farm Supervisor,5.0,
,,,,,,6121 Livestock and Dairy Producers,,6121.0201,,,6121.15,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.03,,,6121.20,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.04,,,6121.25,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.05,,,6121.30,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.0601,,,6121.35,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.07,,,6121.40,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.08,,,6121.45,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.11,,,6121.60,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.12,,,6121.65,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.13,,,6121.70,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.14,,,6121.75,,,,
,,,,,,6121 Livestock and Dairy Producers,,6121.99,,,6121.90,,,,
,,,,,,6122 Poultry Producers,,6122.0101,,,6122.10,,,,
,,,,,,6122 Poultry Producers,,6122.02,,,6122.20,AGR/Q4302,Broiler Farm Worker,3.0,
,,,,,,6122 Poultry Producers,,6122.0301,,,6122.30,,,,
,,,,,,6122 Poultry Producers,,6122.0401,,,6122.40,AGR/Q4401,Hatchery In Charge  Divison 6,5.0,
,,,,,,6122 Poultry Producers,,6122.99,,,6122.90,AGR/Q4801,Bee-keeper,3.0,
,,,,,,6123 Apiarists and Sericulturists,,6123.0101,,,6123.10,,,,
,,,,,,6123 Apiarists and Sericulturists,,6123.0201,,,6123.20,AGR/Q4701,Sericulturist,4.0,
,,,,,,6123 Apiarists and Sericulturists,,6123.99,,,6123.90,AGR/Q7101,Quality Seed Grower,4.0,
,,,,,,"6129 Animal Producers, Not Elsewhere Classified",,6129.01,,,6129.10,,,,
,,,,,,"6129 Animal Producers, Not Elsewhere Classified",,6129.02,,,6124,,,,
,,,,,,"6129 Animal Producers, Not Elsewhere Classified",,6129.99,,,6129.90,,,,
,,,,,,6130 Mixed Crop and Animal Workers,,6130.01,,,6130.10,,,,
,,,,,,6130 Mixed Crop and Animal Workers,,6130.0201,,,6112.60,,,,
,,,,,,6130 Mixed Crop and Animal Workers,,6130.0202,,,,AGR/Q7102,Seed Processing Worker,3.0,
,,,,,,6210 Forestry and Related Workers,,6210.01,,,6141.10,,,,
,,,,,,6210 Forestry and Related Workers,,6210.02,,,6141.15,,,,
,,,,,,6210 Forestry and Related Workers,,6210.03,,,6141.20,,,,
,,,,,,6210 Forestry and Related Workers,,6210.04,,,6141.25,,,,
,,,,,,6210 Forestry and Related Workers,,6210.05,,,6141.30,,,,
,,,,,,6210 Forestry and Related Workers,,6210.06,,,6141.35,,,,
,,,,,,6210 Forestry and Related Workers,,6210.07,,,6141.40,,,,
,,,,,,6210 Forestry and Related Workers,,6210.08,,,6141.45,,,,
,,,,,,6210 Forestry and Related Workers,,6210.09,,,6141.50,,,,
,,,,,,6210 Forestry and Related Workers,,6210.1,,,6141.55,,,,
,,,,,,6210 Forestry and Related Workers,,6210.11,,,6141.60,,,,
,,,,,,6210 Forestry and Related Workers,,6210.12,,,6141.65,,,,
,,,,,,6210 Forestry and Related Workers,,6210.13,,,6141.70,,,,
,,,,,,6210 Forestry and Related Workers,,6210.14,,,6141.75,,,,
,,,,,,6210 Forestry and Related Workers,,6210.15,,,6141.80,,,,
,,,,,,6210 Forestry and Related Workers,,6210.16,,,6141.85,,,,
,,,,,,6210 Forestry and Related Workers,,6210.17,,,6142.10,,,,
,,,,,,6210 Forestry and Related Workers,,6210.18,,,6142.20,,,,
,,,,,,6210 Forestry and Related Workers,,6210.19,,,6142.30,,,,
,,,,,,6210 Forestry and Related Workers,,6210.2,,,6142.40,,,,
,,,,,,6210 Forestry and Related Workers,,6210.99,,,6141.90,,,,
,,,,,,6221 Aquaculture Workers,,6221.0101,,,,,,,
,,,,,,6222 Inland and Coastal Waters Fishery Workers,,6222.01,,,6152.10,AGR/Q5001,Marine Capture Fisherman,4.0,
,,,,,,6222 Inland and Coastal Waters Fishery Workers,,6222.02,,,6152.20,,,,
,,,,,,6222 Inland and Coastal Waters Fishery Workers,,6222.99,,,6152.90,,,,
,,,,,,6223 Deep-Sea Fishery Workers,,6223.0101,,,6153.10,,,,
,,,,,,6223 Deep-Sea Fishery Workers,,6223.99,,,6153.90,PSC/Q0106,Plumbing Mason  Divison 7,3.0,
,,,,,,6224 Hunters and Trappers,,6224.03,,,6154.30,,,,
,,,,,,6224 Hunters and Trappers,,6224.04,,,6154.40,,,,
,,,,,,6224 Hunters and Trappers,,6224.05,,,6159.10,,,,
,,,,,,6224 Hunters and Trappers,,6224.06,,,6159.20,,,,
,,,,,,6224 Hunters and Trappers,,6224.07,,,6159.25,,,,
,,,,,,6224 Hunters and Trappers,,6224.08,,,6159.30,,,,
,,,,,,6224 Hunters and Trappers,,6224.09,,,6159.35,,,,
,,,,,,6224 Hunters and Trappers,,6224.1,,,6159.40,,,,
,,,,,,6224 Hunters and Trappers,,6224.11,,,6159.45,,,,
,,,,,,6224 Hunters and Trappers,,6224.12,,,6159.50,,,,
,,,,,,6224 Hunters and Trappers,,6224.13,,,6159.55,,,,
,,,,,,6224 Hunters and Trappers,,6224.14,,,6159.60,,,,
,,,,,,6224 Hunters and Trappers,,6224.99,,,6159.90,,,,
,,,,,,6310 Subsistence Crop Farmers,,6310.01,,,6200.10,,,,
,,,,,,6310 Subsistence Crop Farmers,,6310.99,,,6200.90,,,,
,,,,,,7111 House Builders,,7111.01,,,7121.10,,,,
,,,,,,7111 House Builders,,7111.02,,,7121.20,,,,
,,,,,,7111 House Builders,,7111.99,,,7121.90,,,,
,,,,,,7112 Bricklayers and Related Workers,,7112.01,,,7122.10,,,,
,,,,,,7112 Bricklayers and Related Workers,,7112.02,,,7122.20,,,,
,,,,,,7112 Bricklayers and Related Workers,,7112.0201,,,,,,,
,,,,,,7112 Bricklayers and Related Workers,,7112.03,,,7122.30,CON/Q0102,Assistant Mason,2.0,
,,,,,,7112 Bricklayers and Related Workers,,7112.04,,,7122.40,,,,
,,,,,,7112 Bricklayers and Related Workers,,7112.05,,,7122.50,,,,
,,,,,,7112 Bricklayers and Related Workers,,7112.0601,,,,,,,
,,,,,,7112 Bricklayers and Related Workers,,7112.99,,,7122.90,CON/Q0302,Assistant Shuttering Carpenter,2.0,
,,,,,,"7113 Stonemasons, Stone Cutters, Splitters and Carvers",,7113.02,,,7113.20,,,,
,,,,,,"7113 Stonemasons, Stone Cutters, Splitters and Carvers",,7113.03,,,7113.30,,,,
,,,,,,"7113 Stonemasons, Stone Cutters, Splitters and Carvers",,7113.04,,,7113.40,,,,
,,,,,,"7113 Stonemasons, Stone Cutters, Splitters and Carvers",,7113.05,,,7113.50,,,,
,,,,,,"7113 Stonemasons, Stone Cutters, Splitters and Carvers",,7113.99,,,7113.90,,,,
,,,,,,"7114 Concrete Placers, Concrete Finishers and Related Workers",,7114.01,,,7123.10,,,,
,,,,,,"7114 Concrete Placers, Concrete Finishers and Related Workers",,7114.02,,,7123.20,,,,
,,,,,,"7114 Concrete Placers, Concrete Finishers and Related Workers",,7114.99,,,7123.90,,,,
,,,,,,7115 Carpenters and Joiners,,7115.01,,,7124.10,,,,
,,,,,,7115 Carpenters and Joiners,,7115.02,,,7124.20,,,,
,,,,,,7115 Carpenters and Joiners,,7115.0201,,,,,,,
,,,,,,7115 Carpenters and Joiners,,7115.03,,,7124.25,CON/Q0303,Assistant Scaffolder,2.0,
,,,,,,7115 Carpenters and Joiners,,7115.04,,,7124.30,,,,
,,,,,,7115 Carpenters and Joiners,,7115.05,,,7124.35,,,,
,,,,,,7115 Carpenters and Joiners,,7115.06,,,7124.40,,,,
,,,,,,7115 Carpenters and Joiners,,7115.07,,,7124.45,,,,
,,,,,,7115 Carpenters and Joiners,,7115.08,,,7124.50,,,,
,,,,,,7115 Carpenters and Joiners,,7115.11,,,7124.65,,,,
,,,,,,7115 Carpenters and Joiners,,7115.12,,,7124.70,,,,
,,,,,,7115 Carpenters and Joiners,,7115.13,,,7124.75,,,,
,,,,,,7115 Carpenters and Joiners,,7115.99,,,7124.90,,,,
,,,,,,"7119 Building Frame and Related Traders Workers, Not Elsewhere Classified",,7119.02,,,7129.20,,,,
,,,,,,"7119 Building Frame and Related Traders Workers, Not Elsewhere Classified",,7119.0301,,,,,,,
,,,,,,"7119 Building Frame and Related Traders Workers, Not Elsewhere Classified",,7119.99,,,7129.90,PSC/Q0104,Plumber (General),3.0,
,,,,,,7121 Roofers,,7121.01,,,7131.10,,,,
,,,,,,7121 Roofers,,7121.99,,,7131.90,,,,
,,,,,,7122 Floor Layers and Tile Setters,,7122.01,,,7132.10,,,,
,,,,,,7122 Floor Layers and Tile Setters,,7122.02,,,7132.20,,,,
,,,,,,7122 Floor Layers and Tile Setters,,7122.03,,,7132.30,,,,
,,,,,,7122 Floor Layers and Tile Setters,,7122.05,,,7132.50,,,,
,,,,,,7122 Floor Layers and Tile Setters,,7122.06,,,7132.60,,,,
,,,,,,7122 Floor Layers and Tile Setters,,7122.99,,,7132.90,,,,
,,,,,,7123 Plasterers,,7123.01,,,7133.10,,,,
,,,,,,7123 Plasterers,,7123.99,,,7133.90,,,,
,,,,,,7124 Insulation Workers,,7124.01,,,7134.10,,,,
,,,,,,7124 Insulation Workers,,7124.02,,,7134.20,,,,
,,,,,,7124 Insulation Workers,,7124.03,,,7134.30,,,,
,,,,,,7124 Insulation Workers,,7124.04,,,7134.40,,,,
,,,,,,7124 Insulation Workers,,7124.99,,,7134.90,,,,
,,,,,,7125 Glaziers,,7125.01,,,7135.10,,,,
,,,,,,7125 Glaziers,,7125.02,,,7135.20,,,,
,,,,,,7125 Glaziers,,7125.03,,,7135.30,,,,
,,,,,,7125 Glaziers,,7125.99,,,7135.90,,,,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.0101,,,7136.10,,,,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.0102,,,,PSC/Q0108,Plumber (Operations),3.0,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.0103,,,,PSC/Q0110,Plumber (General)-II,4.0,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.0104,,,,PSC/Q0101,Plumber (General) Helper,1.0,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.0105,,,,PSC/Q0102,Plumber (General) Assistant,2.0,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.0106,,,,PSC/Q0109,Plumber (Maintenance & Servicing) Assistant,2.0,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.0107,,,,PSC/Q0112,Plumber (Maintenance & Servicing),3.0,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.0201,,,7136.20,PSC/Q0107,Plumber Pipeline,3.0,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.0301,,,7136.30,PSC/Q0108,Plumbing (Sanitary Fixtures) Fitter Assistant,3.0,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.04,,,7136.40,CON/Q0502,Assistant Painter and Decorator,2.0,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.05,,,7136.50,,,,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.06,,,7136.60,,,,
,,,,,,7126 Plumbers and Pipe Fitters,,7126.99,,,7136.90,,,,
,,,,,,7127 Air Conditioning and Refrigeration Mechanics,,7127.01,,,7233.50,,,,
,,,,,,7131 Painters and Related Workers,,7131.01,,,7141.10,,,,
,,,,,,7131 Painters and Related Workers,,7131.0101,,,,,,,
,,,,,,7131 Painters and Related Workers,,7131.02,,,7141.20,CSC/Q0702,Painting Technician (Spray Painting),2.0,
,,,,,,7131 Painters and Related Workers,,7131.03,,,7141.25,,,,
,,,,,,7131 Painters and Related Workers,,7131.05,,,7141.40,,,,
,,,,,,7131 Painters and Related Workers,,7131.99,,,7141.90,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.01,,,7142.10,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.0201,,,7142.20,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.0202,,,,ASC/Q3303,Auto Body Painting Technician –L 3,3.0,
,,,,,,7132 Spray Painters and Varnishers,,7132.0203,,,,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.0204,,,,ASC/Q3402,Press Shop Operator Level 4,4.0,
,,,,,,7132 Spray Painters and Varnishers,,7132.0205,,,,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.03,,,7142.25,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.04,,,7142.30,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.05,,,7142.40,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.06,,,7142.50,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.07,,,7142.60,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.09,,,7142.80,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.0901,,,,,,,
,,,,,,7132 Spray Painters and Varnishers,,7132.99,,,7142.90,,,,
,,,,,,7211 Metal Moulders and Core Makers,,7211.01,,,7211.10,,,,
,,,,,,7211 Metal Moulders and Core Makers,,7211.0101,,,,,,,
,,,,,,7211 Metal Moulders and Core Makers,,7211.0102,,,,ASC/Q3401,Press Shop Assistant/Helper,2.0,
,,,,,,7211 Metal Moulders and Core Makers,,7211.02,,,7211.20,ASC/Q3205,Casting Technician- Sand Moulding,4.0,
,,,,,,7211 Metal Moulders and Core Makers,,7211.0201,,,,,,,
,,,,,,7211 Metal Moulders and Core Makers,,7211.03,,,7211.30,PSC/Q0103,Plumber (Welder) Assistant,2.0,
,,,,,,7211 Metal Moulders and Core Makers,,7211.04,,,7211.40,,,,
,,,,,,7211 Metal Moulders and Core Makers,,7211.05,,,7211.50,,,,
,,,,,,7211 Metal Moulders and Core Makers,,7211.06,,,7211.60,,,,
,,,,,,7211 Metal Moulders and Core Makers,,7211.99,,,7211.90,,,,
,,,,,,7212 Welders and Flame Cutters,,7212.01,,,7212.10,,,,
,,,,,,7212 Welders and Flame Cutters,,7212.0101,,,,,,,
,,,,,,7212 Welders and Flame Cutters,,7212.0102,,,,,,,
,,,,,,7212 Welders and Flame Cutters,,7212.0105,,,,ASC/Q1902,Repair Welder,4.0,
,,,,,,7212 Welders and Flame Cutters,,7212.0111,,,,,,,
,,,,,,7212 Welders and Flame Cutters,,7212.02,,,7212.20,ASC/Q3103,Welder Level 4,4.0,
,,,,,,7212 Welders and Flame Cutters,,7212.03,,,7212.30,,,,
,,,,,,7212 Welders and Flame Cutters,,7212.0301,,,,,,,
,,,,,,7212 Welders and Flame Cutters,,7212.0302,,,,ASC/Q3102,Welding Technician Level 3,3.0,
,,,,,,7212 Welders and Flame Cutters,,7212.0303,,,,CSC/Q0209,Metal Inert Gas/Metal Active Gas/Gas Metal Arc Welder (MIG/MAG/GMAW),4.0,
,,,,,,7212 Welders and Flame Cutters,,7212.04,,,7212.40,ISC/Q0806,Iron & Steel Plasma Cutter,4.0,
,,,,,,7212 Welders and Flame Cutters,,7212.0402,,,,,,,
,,,,,,7212 Welders and Flame Cutters,,7212.05,,,7212.50,ASC/Q4201,Soldering and Brazing Operator,4.0,
,,,,,,7212 Welders and Flame Cutters,,7212.0501,,,,,,,
,,,,,,7212 Welders and Flame Cutters,,7212.06,,,7212.60,ASC/Q3101,Welding Assistant,2.0,
,,,,,,7212 Welders and Flame Cutters,,7212.07,,,7212.65,,,,
,,,,,,7212 Welders and Flame Cutters,,7212.0801,,,,,,,
,,,,,,7212 Welders and Flame Cutters,,7212.99,,,7212.90,CSC/Q0301,Sheet Metal Worker – Hand Tools and Manually Operated Machines,2.0,
,,,,,,7213 Sheet Metal Workers,,7213.0101,,,7213.10,,,,
,,,,,,7213 Sheet Metal Workers,,7213.02,,,7213.20,CON/Q0202,Assistant Bar Bender and Fixer,2.0,
,,,,,,7213 Sheet Metal Workers,,7213.0201,,,,,,,
,,,,,,7213 Sheet Metal Workers,,7213.0301,,,7213.30,,,,
,,,,,,7213 Sheet Metal Workers,,7213.0302,,,,,,,
,,,,,,7213 Sheet Metal Workers,,7213.04,,,7213.40,,,,
,,,,,,7213 Sheet Metal Workers,,7213.05,,,7213.50,,,,
,,,,,,7213 Sheet Metal Workers,,7213.06,,,7213.60,,,,
,,,,,,7213 Sheet Metal Workers,,7213.99,,,7213.90,,,,
,,,,,,7214 Structural Metal Preparers and Erectors,,7214.04,,,7214.40,,,,
,,,,,,7214 Structural Metal Preparers and Erectors,,7214.05,,,7214.50,,,,
,,,,,,7214 Structural Metal Preparers and Erectors,,7214.06,,,7214.60,,,,
,,,,,,7214 Structural Metal Preparers and Erectors,,7214.07,,,7214.65,,,,
,,,,,,7214 Structural Metal Preparers and Erectors,,7214.08,,,7214.70,,,,
,,,,,,7214 Structural Metal Preparers and Erectors,,7214.09,,,7214.80,,,,
,,,,,,7214 Structural Metal Preparers and Erectors,,7214.1,,,7214.82,,,,
,,,,,,7214 Structural Metal Preparers and Erectors,,7214.1101,,,,,,,
,,,,,,7214 Structural Metal Preparers and Erectors,,7214.99,,,7214.90,ISC/Q0817,Rigger: Rigging of Heavy Material,3.0,
,,,,,,7215 Riggers and Cable Splicers,,7215.01,,,7215.10,,,,
,,,,,,7215 Riggers and Cable Splicers,,7215.0101,,,,,,,
,,,,,,7215 Riggers and Cable Splicers,,7215.02,,,7215.20,ASC/Q4501,Forging Operator,4.0,
,,,,,,7215 Riggers and Cable Splicers,,7215.03,,,7215.30,,,,
,,,,,,7215 Riggers and Cable Splicers,,7215.99,,,7215.90,,,,
,,,,,,"7221 Blacksmiths, Hammersmiths and Forging Press Workers",,7221.01,,,7221.10,,,,
,,,,,,"7221 Blacksmiths, Hammersmiths and Forging Press Workers",,7221.02,,,7221.20,,,,
,,,,,,"7221 Blacksmiths, Hammersmiths and Forging Press Workers",,7221.03,,,7221.30,,,,
,,,,,,"7221 Blacksmiths, Hammersmiths and Forging Press Workers",,7221.0301,,,,,,,
,,,,,,"7221 Blacksmiths, Hammersmiths and Forging Press Workers",,7221.04,,,7221.40,ASC/Q3603,Assembly Line Machine Setter,6.0,
,,,,,,"7221 Blacksmiths, Hammersmiths and Forging Press Workers",,7221.05,,,7221.50,,,,
,,,,,,"7221 Blacksmiths, Hammersmiths and Forging Press Workers",,7221.06,,,7221.60,,,,
,,,,,,"7221 Blacksmiths, Hammersmiths and Forging Press Workers",,7221.07,,,7221.70,,,,
,,,,,,"7221 Blacksmiths, Hammersmiths and Forging Press Workers",,7221.08,,,7221.80,,,,
,,,,,,"7221 Blacksmiths, Hammersmiths and Forging Press Workers",,7221.99,,,7221.90,,,,
,,,,,,7222 Tool Makers and Related Workers,,7222.01,,,7222.10,,,,
,,,,,,7222 Tool Makers and Related Workers,,7222.02,,,7222.20,,,,
,,,,,,7222 Tool Makers and Related Workers,,7222.03,,,7222.30,,,,
,,,,,,7222 Tool Makers and Related Workers,,7222.04,,,7222.40,,,,
,,,,,,7222 Tool Makers and Related Workers,,7222.05,,,7222.50,,,,
,,,,,,7222 Tool Makers and Related Workers,,7222.06,,,7222.60,,,,
,,,,,,7222 Tool Makers and Related Workers,,7222.07,,,7222.70,,,,
,,,,,,7222 Tool Makers and Related Workers,,7222.08,,,7222.80,,,,
,,,,,,7222 Tool Makers and Related Workers,,7222.09,,,7222.85,,,,
,,,,,,7222 Tool Makers and Related Workers,,7222.99,,,7222.90,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.02,,,7223.20,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.03,,,7223.30,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.04,,,7223.40,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.0401,,,,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.05,,,8211.10,ASC/Q3506,Machine Shop Master Technician/Setter,6.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.0501,,,,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.0502,,,,ASC/Q3505,Machine Shop Supervisor,5.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.0601,,,8211.15,CSC/Q0110,Conventional Turning,2.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.07,,,8211.20,ASC/Q1901,Lathe Operator,4.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.0701,,,,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.08,,,8211.22,CSC/Q0108,Operator– Conventional Milling,2.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.09,,,8211.24,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.1,,,8211.26,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.11,,,8211.28,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.1201,,,8211.30,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.13,,,8211.32,CSC/Q0107,Boring Machine,2.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.14,,,8211.34,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.15,,,8211.36,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.16,,,8211.38,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.1701,,,8211.40,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.18,,,8211.42,ASC/Q3503,Machining Technician/CNC Operator L4,4.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.19,,,8211.44,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.2,,,8211.46,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.21,,,8211.50,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.22,,,8211.55,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.23,,,8211.60,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.24,,,8211.61,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.25,,,8211.62,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.26,,,8211.64,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.27,,,8211.66,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.28,,,8211.70,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.29,,,8211.75,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.3,,,8211.80,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.5001,,,,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.5002,,,,ASC/Q3501,CNC Operator- Machining Technician L3,3.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.5003,,,,ASC/Q1903,CNC Operator,4.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.5004,,,,CSC/Q0116,CNC Operator- Vertical Machining Centre,3.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.5005,,,,CSC/Q0123,CNC Operator- Vertical Machining Centre,4.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.6001,,,,CSC/Q0115,CNC Operator- Turning,3.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.6002,,,,,,,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.6003,,,,CSC/Q0401,CNC Programmer,4.0,
,,,,,,7223 Metal Working Machine Tool Setters and Operators,,7223.99,,,8211.90,CSC/Q0303,Fitter-Fabrication,2.0,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.01,,,7224.10,,,,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.02,,,7224.20,CSC/Q0302,Grinder – Hand held and Power Tools,3.0,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.03,,,7224.25,,,,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.04,,,7224.30,,,,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.0401,,,,,,,
,,,,,,"7224 Metal Polishers, Wheel Grinders and Tool Sharpeners",,7224.0402,,,,CSC/Q0109,Operator- Conventional Surface Grinding Machines,2.0,
